,obs_date_time,obs_location,sky_cover,precip_type,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_direction,wind_speed,wind_gust,hazard
1553,2018-01-31 06:00:00,Sheep Mtn FAA,OVC,,,,,,,,,,1.0
1554,2018-01-31 06:00:00,Mt Roberts FAA,OVC,,,,,,,NNE,9.8,18.0,1.0
1555,2018-01-26 06:00:00,Mt Roberts Tram,SCT,NO,-5.6,-4.6,-5.1,41.6,0.0,NNW,1.7,3.7,1.0
1556,2018-01-26 06:00:00,Speel Arm Balcony,CLR,NO,-7.0,-5.0,-6.2,22.0,0.0,N,2.7,9.3,1.0
1557,2018-01-26 06:00:00,SS Creek DOT,SCT,NO,-2.1,1.1,-0.6,,0.0,WSW,2.8,16.9,1.0
1558,2018-01-26 06:00:00,Snettisham Dorm,CLR,NO,-7.5,-2.8,-5.9,,0.0,NNE,4.0,,1.0
1559,2018-01-26 06:00:00,4-4 Diverter,CLR,NO,-4.1,-2.7,-3.4,26.0,0.0,NNE,3.0,7.6,1.0
1560,2018-01-26 06:00:00,Sheep Mtn FAA,SCT,,,,,,,,,,1.0
1561,2018-01-26 06:00:00,Mt Roberts FAA,SCT,,,,,,,ENE,12.2,18.5,1.0
1562,2018-01-27 06:00:00,Mt Roberts Tram,FEW,NO,-6.2,-4.9,-6.2,40.9,0.0,W,0.2,3.1,1.0
1563,2018-01-27 06:00:00,Speel Arm Balcony,FEW,NO,-8.6,-5.9,-8.1,23.0,0.0,NNW,2.2,8.3,1.0
1564,2018-01-27 06:00:00,SS Creek DOT,FEW,NO,-2.8,0.3,-2.8,,0.0,NNW,0.3,13.3,1.0
1565,2018-01-27 06:00:00,Snettisham Dorm,FEW,NO,-6.0,-1.1,-5.7,,0.0,,2.3,,1.0
1566,2018-01-27 06:00:00,4-4 Diverter,FEW,NO,-5.7,-3.0,-5.3,25.0,0.0,NNE,3.0,7.0,1.0
1567,2018-01-27 06:00:00,Sheep Mtn FAA,FEW,,,,,,,,,,1.0
1568,2018-01-27 06:00:00,Mt Roberts FAA,FEW,,,,,,,ESE,2.1,19.5,1.0
1569,2018-02-05 06:00:00,Mt Roberts Tram,FEW,NO,-6.6,-2.1,-5.9,36.5,0.0,SSE,0.0,4.2,1.0
1570,2018-02-05 06:00:00,Speel Arm Balcony,FEW,NO,-12.2,-1.6,-7.1,19.0,0.0,NW,0.9,9.2,1.0
1571,2018-02-05 06:00:00,SS Creek DOT,FEW,NO,-6.3,0.4,-6.3,0.0,0.0,N,0.0,13.3,1.0
1572,2018-02-05 06:00:00,Snettisham Dorm,FEW,NO,-12.2,-3.9,-10.3,,0.0,NNE,5.4,12.0,1.0
1573,2018-02-05 06:00:00,4-4 Diverter,FEW,NO,-9.4,-1.8,-8.8,19.0,0.0,W,0.5,7.3,1.0
1574,2018-02-05 06:00:00,Sheep Mtn FAA,FEW,,,,,,,,,,1.0
1575,2018-02-05 06:00:00,Mt Roberts FAA,FEW,,,,,,,NW,1.4,20.1,1.0
1576,2018-02-04 06:00:00,Mt Roberts Tram,CLR,,-12.5,-6.6,-6.6,37.5,0.0,NNW,1.4,4.4,1.0
1577,2018-02-04 06:00:00,Speel Arm Balcony,CLR,,-14.2,-10.5,-10.6,19.0,0.0,N,3.2,11.4,1.0
1578,2018-02-04 06:00:00,SS Creek DOT,CLR,,-8.6,-4.3,-4.3,0.0,0.0,S,1.7,18.3,1.0
1579,2018-02-04 06:00:00,Snettisham Dorm,CLR,,-13.6,-6.6,-12.0,,0.0,NNE,5.6,12.0,1.0
1580,2018-02-04 06:00:00,4-4 Diverter,CLR,,-11.1,-8.0,-9.4,19.0,0.0,NNE,2.7,10.2,1.0
1581,2018-02-04 06:00:00,Sheep Mtn FAA,CLR,,,,,,,,,,1.0
1582,2018-02-04 06:00:00,Mt Roberts FAA,CLR,,,,,,,NNE,11.8,25.7,1.0
1583,2018-02-07 06:00:00,Mt Roberts Tram,OVC,NO,-5.5,-2.3,-4.2,36.9,1.0,,0.0,0.8,1.0
1584,2018-02-07 06:00:00,Speel Arm Balcony,X,NO,-7.9,-2.1,-4.6,21.0,1.0,,0.0,3.2,1.0
1585,2018-02-07 06:00:00,SS Creek DOT,OVC,NO,-4.0,-2.4,-2.8,0.0,0.5,,0.0,3.3,1.0
1586,2018-02-07 06:00:00,Snettisham Dorm,OVC,NO,-7.6,-4.9,-4.9,,1.0,,0.0,8.0,1.0
1587,2018-02-07 06:00:00,4-4 Diverter,X,NO,-7.9,-5.2,-5.2,20.0,1.0,,0.0,2.4,1.0
1588,2018-02-07 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,1.0
1589,2018-02-07 06:00:00,Mt Roberts FAA,OVC,,,,,,,,0.0,5.7,1.0
1590,2018-02-08 06:00:00,Mt Roberts Tram,FEW,NO,-7.1,-4.1,-7.1,38.2,0.0,NNW,1.2,3.7,1.0
1591,2018-02-08 06:00:00,Speel Arm Balcony,SCT,NO,-7.3,-4.4,-7.3,20.0,0.0,N,5.9,10.5,1.0
1592,2018-02-08 06:00:00,SS Creek DOT,FEW,NO,-2.7,0.8,-2.3,0.0,0.0,,,,1.0
1593,2018-02-08 06:00:00,Snettisham Dorm,SCT,NO,-4.9,-2.1,-4.1,,0.0,NNE,4.1,10.2,1.0
1594,2018-02-08 06:00:00,4-4 Diverter,SCT,NO,-5.2,-1.7,-3.8,19.0,0.0,NNE,3.8,10.2,1.0
1595,2018-02-08 06:00:00,Sheep Mtn FAA,FEW,,,,,,,,,,1.0
1596,2018-02-08 06:00:00,Mt Roberts FAA,FEW,,,,,,,NNE,9.2,23.2,1.0
1597,2018-02-12 06:00:00,Mt Roberts Tram,X,ZR,-9.3,-3.8,-4.5,37.5,0.4,ENE,0.0,0.7,1.0
1598,2018-02-12 06:00:00,Speel Arm Balcony,X,SN,-9.6,-4.6,-5.5,21.0,2.0,SE,0.3,4.2,1.0
1599,2018-02-12 06:00:00,SS Creek DOT,OVC,ZR,-8.5,-1.4,-1.4,0.0,0.0,,,,1.0
1600,2018-02-12 06:00:00,Snettisham Dorm,X,SN,-14.4,-4.2,-7.5,,,ESE,2.4,6.0,1.0
1601,2018-02-12 06:00:00,4-4 Diverter,X,SN,-10.9,-5.1,-6.1,21.0,1.0,NNE,0.1,1.9,1.0
1602,2018-02-12 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,1.0
1603,2018-02-12 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,5.2,11.3,1.0
1604,2018-02-13 06:00:00,Mt Roberts Tram,X,SN,-4.5,-0.9,-0.9,59.0,27.0,N,0.0,0.5,1.0
1605,2018-02-13 06:00:00,Speel Arm Balcony,X,SN,-5.7,0.2,-1.1,49.0,31.0,SSW,2.4,8.0,1.0
1606,2018-02-13 06:00:00,SS Creek DOT,OVC,RS,-1.8,2.5,1.9,5.0,5.0,,,,1.0
1607,2018-02-13 06:00:00,Snettisham Dorm,X,SN,-7.8,0.5,0.2,,,S,0.1,5.0,2.0
1608,2018-02-13 06:00:00,4-4 Diverter,X,SN,-6.7,1.1,1.1,58.0,37.0,S,0.0,3.2,1.0
1609,2018-02-13 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,1.0
1610,2018-02-13 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,6.3,17.0,1.0
1611,2018-02-14 06:00:00,Mt Roberts Tram,CLR,NO,-3.1,0.1,-3.1,69.0,5.0,E,0.0,0.9,1.0
1612,2018-02-14 06:00:00,Speel Arm Balcony,CLR,NO,-1.6,0.5,-1.4,66.0,8.0,NW,1.4,4.7,1.0
1613,2018-02-14 06:00:00,SS Creek DOT,CLR,NO,-2.8,2.6,-2.8,3.0,2.0,,,,1.0
1614,2018-02-14 06:00:00,Snettisham Dorm,CLR,NO,-5.9,6.6,-5.4,,,NNE,2.3,4.0,2.0
1615,2018-02-14 06:00:00,4-4 Diverter,CLR,NO,-3.4,1.5,-2.2,60.0,6.0,WNW,0.4,2.4,1.0
1616,2018-02-14 06:00:00,Sheep Mtn FAA,CLR,,,,,,,,,,1.0
1617,2018-02-14 06:00:00,Mt Roberts FAA,CLR,,,,,,,NNW,1.0,8.2,1.0
1618,2018-02-15 06:00:00,Mt Roberts Tram,X,SN,-3.6,-0.8,-3.2,67.1,0.1,NNE,0.1,1.1,1.0
1619,2018-02-15 06:00:00,Speel Arm Balcony,X,SN,-3.6,0.2,-3.2,65.0,1.0,SSW,2.8,4.8,1.0
1620,2018-02-15 06:00:00,SS Creek DOT,OVC,SN,-2.9,1.6,1.1,3.0,0.1,,,,1.0
1621,2018-02-15 06:00:00,Snettisham Dorm,X,SN,-6.7,-1.7,-5.4,,0.1,NNE,2.3,4.5,1.0
1622,2018-02-15 06:00:00,4-4 Diverter,X,SN,-4.2,-0.4,-3.4,59.0,0.1,N,0.1,2.4,1.0
1623,2018-02-15 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,1.0
1624,2018-02-15 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,8.0,12.9,1.0
1625,2018-02-16 06:00:00,Mt Roberts Tram,BKN,NO,-5.0,-1.9,-5.0,81.9,16.6,N,0.0,1.3,1.0
1626,2018-02-16 06:00:00,Snettisham Dorm,OVC,NO,-7.0,-2.3,-7.0,94.0,26.0,NNE,1.2,4.3,1.0
1627,2018-02-16 06:00:00,4-4 Diverter,OVC,NO,-4.5,-0.4,-4.4,79.0,27.0,N,0.0,3.0,1.0
1628,2018-02-16 06:00:00,Sheep Mtn FAA,BKN,,,,,,,,,,1.0
1629,2018-02-16 06:00:00,Mt Roberts FAA,BKN,,,,,,,NNE,4.9,13.4,1.0
1630,2018-02-16 06:00:00,Speel Arm Balcony,OVC,NO,-3.8,-2.2,-3.8,92.0,33.0,NNW,2.1,5.3,1.0
1631,2018-02-16 06:00:00,SS Creek DOT,BKN,NO,-3.5,0.9,-3.5,11.0,10.0,,,,1.0
1632,2018-02-17 06:00:00,Mt Roberts Tram,FEW,NO,-7.3,-3.6,-6.6,80.1,0.0,E,0.1,2.8,1.0
1633,2018-02-17 06:00:00,Speel Arm Balcony,FEW,NO,-6.7,-2.7,-6.7,87.0,0.0,ENE,2.0,10.7,1.0
1634,2018-02-17 06:00:00,SS Creek DOT,FEW,NO,-5.4,1.9,-5.1,10.0,0.0,,,,1.0
1635,2018-02-17 06:00:00,Snettisham Dorm,FEW,NO,-7.7,-0.1,-7.7,,0.0,NNE,1.6,,1.0
1636,2018-02-17 06:00:00,4-4 Diverter,FEW,NO,-4.8,-2.0,-4.1,73.0,0.0,NNE,2.8,9.2,1.0
1637,2018-02-17 06:00:00,Sheep Mtn FAA,FEW,,,,,,,,,,1.0
1638,2018-02-17 06:00:00,Mt Roberts FAA,FEW,,,,,,,N,3.6,13.4,1.0
1639,2018-02-19 06:00:00,Mt Roberts Tram,OVC,ZR,-7.1,-3.2,-6.0,74.4,0.0,SSE,0.0,0.8,1.0
1640,2018-02-19 06:00:00,Speel Arm Balcony,OVC,NO,-7.6,-4.6,-5.7,85.0,0.0,NW,0.8,4.6,1.0
1641,2018-02-19 06:00:00,SS Creek DOT,OVC,NO,-8.1,0.2,-2.5,10.0,0.0,,,,1.0
1642,2018-02-19 06:00:00,Snettisham Dorm,OVC,NO,-14.1,-2.6,-8.5,,0.0,ESE,1.3,,1.0
1643,2018-02-19 06:00:00,4-4 Diverter,OVC,NO,-9.5,-5.4,-7.2,71.0,0.0,N,0.5,1.8,1.0
1644,2018-02-19 06:00:00,Sheep Mtn FAA,X,ZR,,,,,,,,,1.0
1645,2018-02-19 06:00:00,Mt Roberts FAA,OVC,ZR,,,,,,ESE,3.4,7.7,1.0
1646,2018-02-21 06:00:00,Mt Roberts Tram,BKN,NO,-5.0,-1.7,-4.4,71.1,2.0,NNE,0.1,1.0,1.0
1647,2018-02-21 06:00:00,Speel Arm Balcony,BKN,NO,-4.9,-1.4,-4.3,80.0,2.0,WSW,0.4,4.7,1.0
1648,2018-02-21 06:00:00,SS Creek DOT,BKN,NO,-4.3,1.2,-2.1,10.0,1.0,,,,1.0
1649,2018-02-21 06:00:00,Snettisham Dorm,BKN,NO,-9.4,-1.6,-8.5,,,ENE,2.6,,1.0
1650,2018-02-21 06:00:00,4-4 Diverter,BKN,NO,-5.6,0.2,-5.4,71.0,2.0,SW,0.5,2.2,1.0
1651,2018-02-21 06:00:00,Sheep Mtn FAA,BKN,,,,,,,N,,6.7,1.0
1652,2018-02-21 06:00:00,Mt Roberts FAA,BKN,,,,,,,NW,2.7,6.7,1.0
1653,2018-02-22 06:00:00,Mt Roberts Tram,OVC,NO,-5.0,-0.9,-2.7,70.5,0.0,SSE,0.0,0.7,1.0
1654,2018-02-22 06:00:00,Speel Arm Balcony,OVC,NO,-4.3,2.4,-2.2,79.0,0.0,SSW,1.6,2.8,1.0
1655,2018-02-22 06:00:00,SS Creek DOT,OVC,NO,-3.5,1.8,-2.3,10.0,0.0,,,,1.0
1656,2018-02-22 06:00:00,Snettisham Dorm,OVC,NO,-11.5,-1.9,-11.5,,0.0,NNE,2.2,5.0,1.0
1657,2018-02-22 06:00:00,4-4 Diverter,OVC,NO,-6.6,-1.6,-5.4,71.0,0.0,NW,0.1,1.7,1.0
1658,2018-02-22 06:00:00,Sheep Mtn FAA,OVC,,,,,,,,,,1.0
1659,2018-02-22 06:00:00,Mt Roberts FAA,OVC,,,,,,,ESE,4.9,6.7,1.0
1660,2018-02-23 06:00:00,Mt Roberts Tram,X,SN,-3.0,-0.7,-0.8,85.1,19.3,N,0.0,1.7,2.0
1661,2018-02-23 06:00:00,Speel Arm Balcony,X,SN,-3.0,0.2,-1.0,77.0,5.0,SSW,3.5,7.4,2.0
1662,2018-02-23 06:00:00,SS Creek DOT,OVC,RS,-1.6,2.6,2.6,13.0,3.0,,,,2.0
1663,2018-02-23 06:00:00,Snettisham Dorm,X,SN,-11.5,2.7,0.3,,,ESE,1.7,,4.0
1664,2018-02-23 06:00:00,4-4 Diverter,X,SN,-5.9,1.3,1.1,87.0,21.0,SE,0.7,3.9,2.0
1665,2018-02-23 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,2.0
1666,2018-02-23 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,11.8,19.0,2.0
1667,2018-02-25 06:00:00,Mt Roberts Tram,FEW,NO,-6.2,-2.9,-5.6,103.6,12.0,WNW,0.0,1.3,1.0
1668,2018-02-25 06:00:00,Speel Arm Balcony,FEW,NO,-6.0,-2.4,-4.8,97.0,30.0,N,2.8,5.8,1.0
1669,2018-02-25 06:00:00,SS Creek DOT,X,NO,-2.9,-0.4,-2.6,23.0,13.0,,,,1.0
1670,2018-02-25 06:00:00,Snettisham Dorm,FEW,NO,-6.5,-3.1,-3.9,,,N,5.2,,2.0
1671,2018-02-25 06:00:00,4-4 Diverter,FEW,NO,-5.8,-2.8,-2.8,105.0,18.0,NNE,2.0,4.4,1.0
1672,2018-02-25 06:00:00,Sheep Mtn FAA,FEW,,,,,,,NNE,3.6,8.2,1.0
1673,2018-02-25 06:00:00,Mt Roberts FAA,FEW,,,,,,,ENE,3.9,12.9,1.0
1674,2018-02-28 06:00:00,Mt Roberts Tram,X,SN,-3.9,-1.8,-2.8,116.9,11.5,N,0.0,0.1,2.0
1675,2018-02-28 06:00:00,Speel Arm Balcony,X,SN,-3.8,-1.9,-3.3,61.0,7.0,S,1.7,6.9,2.0
1676,2018-02-28 06:00:00,SS Creek DOT,X,SN,0.1,2.9,0.7,25.0,8.0,SE,4.7,10.0,
1677,2018-02-28 06:00:00,Snettisham Dorm,X,SN,-0.9,2.7,-0.9,,,N,0.0,13.4,4.0
1678,2018-02-28 06:00:00,4-4 Diverter,X,SN,-0.6,1.5,-0.5,118.0,11.0,S,0.0,5.3,2.0
1679,2018-02-28 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,2.0
1680,2018-02-28 06:00:00,Mt Roberts FAA,X,,,,,,,SE,8.2,17.5,2.0
1681,2018-03-01 06:00:00,Mt Roberts Tram,BKN,NO,-6.4,-2.3,-6.4,125.3,2.0,N,1.3,4.1,2.0
1682,2018-03-01 06:00:00,Speel Arm Balcony,OVC,NO,-6.1,-2.0,-6.1,57.0,10.0,N,8.3,14.7,2.0
1683,2018-03-01 06:00:00,SS Creek DOT,BKN,NO,0.3,1.3,1.3,23.0,0.0,N,0.0,6.4,2.0
1684,2018-03-01 06:00:00,Snettisham Dorm,BKN,NO,-1.5,3.0,-1.4,117.0,0.0,ESE,11.1,22.7,2.0
1685,2018-03-01 06:00:00,4-4 Diverter,OVC,NO,-2.1,2.1,-2.1,105.0,9.0,NNE,5.3,11.9,2.0
1686,2018-03-01 06:00:00,Snettisham COOP,OVC,NO,,,,,,,,,2.0
1687,2018-03-01 06:00:00,Mt Roberts FAA,BKN,NO,,,,,,NNE,7.7,22.1,2.0
1688,2018-03-03 06:00:00,Mt Roberts Tram,CLR,NO,-10.7,-4.2,-4.2,122.6,0.0,NW,0.6,4.3,2.0
1689,2018-03-03 06:00:00,Speel Arm Balcony,CLR,NO,-10.6,-5.0,-7.7,54.0,0.0,NNW,2.1,11.8,2.0
1690,2018-03-03 06:00:00,SS Creek DOT,CLR,NO,-5.7,-0.3,-1.8,20.0,0.0,NW,3.3,12.8,2.0
1691,2018-03-03 06:00:00,Snettisham Dorm,CLR,NO,-9.8,-0.8,-9.8,107.0,0.0,N,5.7,14.4,2.0
1692,2018-03-03 06:00:00,4-4 Diverter,CLR,NO,-6.5,-1.5,-4.1,100.0,0.0,NNE,2.4,9.2,2.0
1693,2018-03-03 06:00:00,Sheep Mtn FAA,CLR,,,,,,,,,,2.0
1694,2018-03-03 06:00:00,Mt Roberts FAA,CLR,,,,,,,N,4.2,18.0,2.0
1695,2018-03-04 06:00:00,Mt Roberts Tram,BKN,NO,-4.2,-1.8,-3.9,118.2,0.0,N,0.0,3.1,2.0
1696,2018-03-04 06:00:00,Speel Arm Balcony,BKN,NO,-7.7,-2.9,-4.5,54.0,0.0,SSW,0.4,7.0,2.0
1697,2018-03-04 06:00:00,SS Creek DOT,BKN,NO,-4.4,3.3,-2.9,20.0,0.0,ESE,0.6,14.2,2.0
1698,2018-03-04 06:00:00,Snettisham Dorm,BKN,NO,-10.3,2.3,-8.8,104.0,0.0,NNE,2.3,9.1,2.0
1699,2018-03-04 06:00:00,4-4 Diverter,BKN,NO,-6.0,0.3,-5.4,99.0,0.0,N,0.3,5.7,2.0
1700,2018-03-04 06:00:00,Sheep Mtn FAA,BKN,,,,,,,,,,2.0
1701,2018-03-04 06:00:00,Mt Roberts FAA,BKN,,,,,,,NNE,,,2.0
1702,2018-03-05 06:00:00,Mt Roberts Tram,CLR,NO,-6.4,-1.2,-6.4,116.5,0.0,N,0.8,2.9,2.0
1703,2018-03-05 06:00:00,Speel Arm Balcony,CLR,NO,-6.4,-0.4,-6.3,53.0,0.0,N,4.5,7.8,2.0
1704,2018-03-05 06:00:00,SS Creek DOT,CLR,NO,-2.7,2.5,-1.1,19.0,0.0,E,5.0,11.4,2.0
1705,2018-03-05 06:00:00,Snettisham Dorm,CLR,NO,-9.1,2.5,-7.9,104.0,0.0,NNE,5.6,9.4,2.0
1706,2018-03-05 06:00:00,4-4 Diverter,CLR,NO,-5.4,0.5,-3.2,97.0,0.0,NNE,2.6,6.5,2.0
1707,2018-03-05 06:00:00,Sheep Mtn FAA,CLR,,,,,,,,,,2.0
1708,2018-03-05 06:00:00,Mt Roberts FAA,CLR,,,,,,,,,,2.0
1709,2018-03-06 06:00:00,Mt Roberts Tram,OVC,NO,-7.3,-5.7,-6.5,113.7,0.0,SSE,0.0,2.3,1.0
1710,2018-03-06 06:00:00,Speel Arm Balcony,OVC,NO,-8.6,-4.9,-8.6,53.0,0.0,SW,0.4,6.9,1.0
1711,2018-03-06 06:00:00,SS Creek DOT,OVC,NO,-6.8,-0.2,-6.5,17.0,0.0,NW,0.3,12.5,1.0
1712,2018-03-06 06:00:00,Snettisham Dorm,OVC,NO,-12.9,1.2,-12.9,102.0,0.0,N,1.9,8.6,2.0
1713,2018-03-06 06:00:00,4-4 Diverter,OVC,NO,-9.1,-1.6,-9.1,96.0,0.0,NW,0.5,5.4,1.0
1714,2018-03-06 06:00:00,Mt Roberts FAA,OVC,,,,,,,ESE,0.0,14.4,1.0
1715,2018-03-09 06:00:00,Mt Roberts Tram,X,SN,-3.7,-1.1,-2.7,123.7,7.1,NNW,0.4,1.5,2.0
1716,2018-03-09 06:00:00,Speel Arm Balcony,X,SN,-4.6,-2.0,-2.7,56.0,8.0,S,3.6,7.3,1.0
1717,2018-03-09 06:00:00,SS Creek DOT,X,RS,-0.9,2.3,0.9,23.0,2.0,SE,5.5,12.8,2.0
1718,2018-03-09 06:00:00,Snettisham Dorm,X,SN,-3.7,3.1,-2.1,122.0,7.0,N,0.8,3.9,2.0
1719,2018-03-09 06:00:00,4-4 Diverter,X,SN,-2.2,2.5,-1.4,115.0,8.0,W,0.2,2.0,1.0
1720,2018-03-09 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,2.0
1721,2018-03-09 06:00:00,Mt Roberts FAA,X,,,,,,,SE,10.1,19.0,2.0
1722,2018-03-10 06:00:00,Mt Roberts Tram,X,SN,-2.7,-0.6,-1.5,129.1,6.0,SSE,0.0,1.5,2.0
1723,2018-03-10 06:00:00,Speel Arm Balcony,X,SN,-2.7,-0.6,-2.0,52.0,6.0,NNW,1.1,8.7,2.0
1724,2018-03-10 06:00:00,SS Creek DOT,OVC,RS,0.4,3.3,0.8,20.0,3.0,N,0.0,12.5,2.0
1725,2018-03-10 06:00:00,Snettisham Dorm,X,SN,-2.1,2.9,0.0,122.0,7.0,N,0.5,13.2,4.0
1726,2018-03-10 06:00:00,4-4 Diverter,X,RS,-1.6,3.9,0.8,117.0,10.0,NNE,0.2,6.0,2.0
1727,2018-03-10 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,2.0
1728,2018-03-10 06:00:00,Mt Roberts FAA,X,,,,,,,ENE,1.5,23.2,2.0
1729,2018-03-11 06:00:00,Mt Roberts Tram,X,RS,-1.8,1.3,0.9,139.0,12.9,NNW,0.2,1.4,2.0
1730,2018-03-11 06:00:00,Speel Arm Balcony,X,RS,-2.3,2.0,2.0,75.0,22.0,NW,0.9,4.7,2.0
1731,2018-03-11 06:00:00,SS Creek DOT,OVC,RA,0.1,4.1,3.1,18.0,2.0,ENE,0.3,6.9,2.0
1732,2018-03-11 06:00:00,Snettisham Dorm,OVC,RS,0.0,1.0,0.5,119.0,3.0,N,0.0,3.5,4.0
1733,2018-03-11 06:00:00,4-4 Diverter,X,RS,0.6,1.9,1.0,129.0,16.0,N,0.3,2.5,2.0
1734,2018-03-11 06:00:00,Sheep Mtn FAA,X,,,,,,,,,,2.0
1735,2018-03-11 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,2.0,16.5,2.0
1736,2018-03-14 06:00:00,Mt Roberts Tram,CLR,NO,4.9,10.3,4.9,103.8,,SE,0.0,2.4,2.0
1737,2018-03-14 06:00:00,Speel Arm Balcony,CLR,NO,7.0,11.7,7.0,48.0,,SW,2.2,6.4,2.0
1738,2018-03-14 06:00:00,SS Creek DOT,CLR,NO,1.9,8.1,3.1,8.0,0.0,NNW,0.6,4.7,2.0
1739,2018-03-14 06:00:00,Snettisham Dorm,CLR,NO,1.1,11.5,1.1,97.0,0.0,ESE,2.1,9.5,4.0
1740,2018-03-14 06:00:00,4-4 Diverter,CLR,NO,4.3,11.8,5.3,93.0,,N,0.2,2.8,2.0
1741,2018-03-14 06:00:00,Sheep Mtn FAA,CLR,,,,,,,N,0.0,12.3,2.0
1742,2018-03-14 06:00:00,Mt Roberts FAA,CLR,,,,,,,SE,1.9,12.9,2.0
1743,2018-03-15 06:00:00,Mt Roberts Tram,OVC,NO,2.1,6.0,2.1,97.9,0.0,NW,0.0,0.7,1.0
1744,2018-03-15 06:00:00,Speel Arm Balcony,FEW,NO,3.5,7.0,4.1,44.0,0.0,SSW,1.6,5.6,1.0
1745,2018-03-15 06:00:00,SS Creek DOT,OVC,NO,2.0,6.3,2.0,5.0,0.0,N,0.0,5.0,1.0
1746,2018-03-15 06:00:00,Snettisham Dorm,X,NO,-1.1,6.9,-1.1,94.0,0.0,E,2.0,4.6,2.0
1747,2018-03-15 06:00:00,4-4 Diverter,FEW,NO,5.3,11.6,5.4,84.0,0.0,WNW,0.0,3.7,1.0
1748,2018-03-15 06:00:00,Sheep Mtn FAA,OVC,,,,,,,,,,1.0
1749,2018-03-15 06:00:00,Mt Roberts FAA,OVC,,,,,,,ESE,4.0,11.3,1.0
1750,2018-03-17 06:00:00,Mt Roberts Tram,FEW,NO,-0.8,2.5,-0.8,94.2,0.0,NNE,0.1,1.6,1.0
1751,2018-03-17 06:00:00,Speel Arm Balcony,FEW,NO,1.4,4.9,1.5,41.0,0.0,NW,0.2,2.2,1.0
1752,2018-03-17 06:00:00,SS Creek DOT,X,NO,0.3,6.4,0.3,0.0,0.0,N,0.0,3.3,1.0
1753,2018-03-17 06:00:00,Snettisham Dorm,FEW,NO,-2.6,8.7,-2.5,91.0,0.0,ESE,1.5,3.6,2.0
1754,2018-03-17 06:00:00,4-4 Diverter,FEW,NO,1.0,10.5,1.4,78.0,0.0,WSW,0.2,1.5,1.0
1755,2018-03-17 06:00:00,Sheep Mtn FAA,CLR,,,,,,,,,,1.0
1756,2018-03-17 06:00:00,Mt Roberts FAA,FEW,,,,,,,WNW,2.2,7.7,1.0
1757,2018-03-18 06:00:00,Mt Roberts Tram,CLR,NO,-0.8,4.5,3.1,93.2,0.0,N,0.0,1.2,1.0
1758,2018-03-18 06:00:00,Speel Arm Balcony,CLR,NO,1.0,6.8,5.4,42.0,0.0,WNW,0.5,2.3,1.0
1759,2018-03-18 06:00:00,SS Creek DOT,CLR,NO,-0.7,7.6,-0.7,0.0,0.0,N,0.0,2.8,1.0
1760,2018-03-18 06:00:00,Snettisham Dorm,CLR,NO,-3.2,7.6,-1.5,89.0,0.0,N,1.3,3.5,1.0
1761,2018-03-18 06:00:00,4-4 Diverter,CLR,NO,0.7,9.0,3.9,76.0,0.0,SSW,0.2,1.5,1.0
1762,2018-03-18 06:00:00,Sheep Mtn FAA,CLR,,,,,,,SSE,3.9,7.2,1.0
1763,2018-03-18 06:00:00,Mt Roberts FAA,CLR,,,,,,,ESE,2.1,7.2,1.0
1764,2018-03-19 06:00:00,Mt Roberts Tram,X,SN,0.2,3.5,0.3,92.5,1.0,N,0.0,0.6,1.0
1765,2018-03-19 06:00:00,Speel Arm Balcony,X,SN,0.8,6.3,0.8,37.0,3.0,SSW,1.7,4.0,1.0
1766,2018-03-19 06:00:00,SS Creek DOT,OVC,RS,-0.8,4.7,2.3,0.0,,SE,0.3,3.1,1.0
1767,2018-03-19 06:00:00,Snettisham Dorm,OVC,RS,-2.1,5.3,2.0,89.0,0.0,SE,2.1,7.5,1.0
1768,2018-03-19 06:00:00,4-4 Diverter,X,RS,3.2,8.0,3.3,74.0,2.0,SW,0.7,2.8,1.0
1769,2018-03-19 06:00:00,Sheep Mtn FAA,X,,,,,,,N,,6.7,1.0
1770,2018-03-19 06:00:00,Mt Roberts FAA,X,,,,,,,ESE,5.7,7.2,1.0
1771,2018-03-20 06:00:00,Mt Roberts Tram,X,SN,-0.6,0.5,-0.6,105.0,17.6,N,0.0,0.5,1.0
1772,2018-03-20 06:00:00,Speel Arm Balcony,X,SN,-0.3,1.1,-0.3,76.0,36.0,SSW,2.8,4.8,1.0
1773,2018-03-20 06:00:00,SS Creek DOT,OVC,RA,1.6,3.8,1.7,0.0,0.0,SE,3.1,7.2,1.0
1774,2018-03-20 06:00:00,Snettisham Dorm,OVC,SN,0.0,3.0,0.2,91.0,6.0,N,0.0,6.3,1.0
